2167	2165	2166
1:840001-248840000	2	2	2
2:80001-183640000	3	3	3
2:184480001-241960000	2.69090909090909	2.04118404118404	2.98391089108911
3:40001-48520000	3	3.001287001287	3
3:48640001-60060000	1	1.002574002574	1.00123762376238
3:60660001-197980000	3	3	3
4:5660001-1.9e+08	1.98181818181818	2	2
5:1-181260000	2	2	2
6:380001-170520000	2	2	2
7:100001-57980000	5	4.96911196911197	4.99876237623762
7:62560001-159180000	3	3	2.99752475247525
8:260001-145020000	3	2	2
9:26780001-74980000	3.98181818181818	3.94465894465894	3.9950495049505
9:75160001-124040000	2	1.998712998713	1.99876237623762
9:124160001-137600000	3.94545454545455	3.93436293436293	3.94925742574257
10:5780001-133500000	2.03636363636364	2	2
11:260001-85120000	2.94545454545455	3	2.95668316831683
11:116780001-134900000	2.96363636363636	2.98326898326898	2.98638613861386
12:1500001-133140000	3	2.98841698841699	3
13:18680001-114300000	2	2	2
14:19940001-106860000	2	2	1.99009900990099
15:22200001-101720000	1.98181818181818	1.98326898326898	2
16:100001-34080000	2.90909090909091	2.97168597168597	2.96534653465347
16:46400001-90060000	1.98181818181818	1.99356499356499	1.99257425742574
17:120001-21260000	2	1.99485199485199	1.99257425742574
18:200001-80240000	2	2	2
19:240001-24300000	1.98181818181818	1.996138996139	1.99009900990099
19:27400001-58560000	2.03636363636364	2.00772200772201	2.00123762376238
20:40001-64220000	2	1.996138996139	1.99876237623762
21:13780001-46620000	2	2.01029601029601	2.00371287128713
22:16060001-50580000	1.98181818181818	1.99099099099099	1.99752475247525
FO538757.2	0.163636363636364	0.157014157014157	0.112623762376238
AP006222.2	0.0727272727272727	0.0553410553410553	0.0482673267326733
RP4-669L17.10	0	0.00900900900900901	0.0123762376237624
RP11-206L10.9	0.0181818181818182	0.0141570141570142	0.0185643564356436
FAM41C	0	0.0115830115830116	0.00618811881188119
SAMD11	0	0.0231660231660232	0.0198019801980198
NOC2L	0.836363636363636	0.754182754182754	0.668316831683168
KLHL17	0.0181818181818182	0.0193050193050193	0.0123762376237624
PLEKHN1	0.0909090909090909	0.12998712998713	0.0891089108910891
RP11-54O7.17	0	0.0321750321750322	0.0222772277227723
HES4	1.25454545454545	1.22908622908623	1.0519801980198
ISG15	3.30909090909091	3.88545688545689	3.47277227722772
AGRN	1.50909090909091	1.58687258687259	1.45915841584158
RNF223	0	0.0283140283140283	0.0148514851485149
C1orf159	0.0909090909090909	0.093951093951094	0.0594059405940594
RP11-465B22.8	0.0363636363636364	0.1003861003861	0.0569306930693069
TTLL10	0.0181818181818182	0.0527670527670528	0.0309405940594059
SDF4	1.36363636363636	1.16473616473616	1.05816831683168
B3GALT6	0.309090909090909	0.245817245817246	0.206683168316832
FAM132A	0.0727272727272727	0.0334620334620335	0.0321782178217822
UBE2J2	0.618181818181818	0.537966537966538	0.54950495049505
