2170	2169
1:12780001-26360000	2.21833721833722	2.47310206133736
1:44400001-83120000	1.84827586206897	1.92386747802569
1:83500001-248900000	1.79803702749878	1.87196578348053
2:91820001-241940000	1.88170736904914	1.92483660130719
3:80001-60040000	1.36692733789508	1.42318153067679
3:60040001-197980000	1.41743071743072	1.44457013574661
4:100001-49060000	1.06638852291026	1.07097186700767
4:68600001-189940000	1.56802877257423	1.62785947712418
5:74140001-181200000	1.70495964940409	1.69646747587924
6:220001-170500000	1.84424491831899	1.84849742366082
8:64800001-91380000	1.41248551084617	1.50803600128576
9:24580001-138060000	1.44101054697081	1.47712418300654
10:42080001-75440000	1.86242591201269	1.91395235780263
11:180001-34640000	1.57404554014723	1.66123850670212
11:55580001-134900000	1.87749883774988	1.91998933464599
12:100001-27460000	1.21082828282828	1.32360784313725
13:18680001-114240000	1.84751625847516	1.5334407735697
14:19960001-106860000	2.24601787101787	2.32600395927602
15:22800001-101700000	1.85246554212072	1.85134743552593
17:26920001-83080000	1.7696682269853	1.78230113183485
18:20980001-80140000	2.01159132306673	2.00731276117004
19:280001-24300000	1.90125950866692	1.92014040183975
20:31140001-64220000	1.84220584220584	2.06036919272213
RP11-34P13.7	0.0404040404040404	0
FO538757.2	0.616161616161616	0.617647058823529
AP006222.2	0.303030303030303	0.303921568627451
RP11-206L10.9	0.323232323232323	0.274509803921569
LINC00115	0.0606060606060606	0.0980392156862745
FAM41C	0.0606060606060606	0.0588235294117647
RP11-54O7.1	0.141414141414141	0.215686274509804
RP11-54O7.2	0.0101010101010101	0.0294117647058824
NOC2L	3.3030303030303	4.43137254901961
KLHL17	0.0505050505050505	0.117647058823529
PLEKHN1	0.101010101010101	0.137254901960784
RP11-54O7.17	0.0606060606060606	0.127450980392157
HES4	6.64646464646465	5.06862745098039
ISG15	2.36363636363636	4.08823529411765
AGRN	0.838383838383838	0.676470588235294
RNF223	0.747474747474748	0.911764705882353
C1orf159	0.202020202020202	0.107843137254902
LINC01342	0.0404040404040404	0.0294117647058824
RP11-465B22.8	0.161616161616162	0.156862745098039
TTLL10	0.0303030303030303	0.0392156862745098
TNFRSF18	0.0606060606060606	0.0882352941176471
SDF4	4.48484848484848	5.50980392156863
B3GALT6	1.19191919191919	1.44117647058824
FAM132A	0.0202020202020202	0.0294117647058824
UBE2J2	2.8989898989899	3.2843137254902
ACAP3	0.646464646464647	0.509803921568627
PUSL1	1.3030303030303	1.5
CPSF3L	1.75757575757576	1.64705882352941
CPTP	0.575757575757576	0.607843137254902
TAS1R3	0.0202020202020202	0.137254901960784
